"NOMS";"PRENOMS";"PHOTOS";"NATIONALITE";"Temps_L1";"Temps_L2";"Temps_N1";"Temps_N2";"Temps_N3";"Temps_Coupe_France";"Temps_Etranger_Jeunes";"Cartons_jaunes";"Dont_Second_jaunes";"Cartons_rouges";"Agent";"Valeur_Marchande";"URL_Profil";"Date_Naissance";"Position_Principale";"Forme_A";"Pied_Fort";"Taille";"Club_actuel";"Photo_Club";"Pays_Club_actuel";"Titu_25_26";"Nombre_Matchs_Equipe_25_26";"Pourcentage_titu_25_26";"Buts_25_26";"Passes_25_26";"Division_25_26";"Groupes_25_26";"Pays_25_26";"Titu_24_25";"Nombre_Matchs_Equipe_24_25";"Pourcentage_titu_24_25";"Buts_24_25";"Passes_24_25";"Division_24_25";"Groupes_24_25";"Pays_24_25";"Titu_23_24";"Nombre_Matchs_Equipe_23_24";"Pourcentage_titu_23_24";"Buts_23_24";"Passes_23_24";"Division_23_24";"Groupes_23_24";"Pays_23_24";"Titu_22_23";"Nombre_Matchs_Equipe_22_23";"Pourcentage_titu_22_23";"Buts_22_23";"Passes_22_23";"Division_22_23";"Groupes_22_23";"Pays_22_23";"Fin_contrat"
"Kouakou";"Lee-Marving";"https://img.a.transfermarkt.technology/portrait/header/395702-1655940941.jpeg?lm=1";"France";0;0;0;1237;2580;90;0;6;0;2;"Naej foot";"";"https://www.transfermarkt.fr/lee-marving-kouakou/profil/spieler/395702";"23 juil. 1998 (27)";"Avant-centre / Ailier gauche";"FC Lorient";"";"1,81 m";"Dinan Léhon";"https://tmssl.akamaized.net//images/wappen/normquad/46324.png?lm=1686928652";"France";0;14;0;0;0;"N2";"A";"France";8;34;0,24;2;0;"N2";"A";"France";19;30;0,63;8;0;"N3";"BR";"France";4;26;0,15;2;1;"N3";"BR";"France";""
"Goda";"Jules";"https://img.a.transfermarkt.technology/portrait/header/s_63226_7378_2010_1.jpg?lm=1";"Cameroun";221;2312;270;2520;9163;1230;1545;7;0;2;"ES SPORT";"";"https://www.transfermarkt.fr/jules-goda/profil/spieler/63226";"30 mai 1989 (36)";" / ";"";"";"1,90 m";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";30;32;0,94;0;0;"N2";"A";"France";27;27;1;0;1;"N3";"NO";"France";25;27;0,93;0;0;"N3";"VL";"France";24;26;0,92;0;0;"N3";"VL";"France";""
"Le";"Antoine";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;181;0;0;0;0;0;0;NA;"";"https://www.transfermarkt.fr/antoine-le-berre/profil/spieler/1468218";"13 mai 2003 (23)";" / ";"Etoile Bleue Saint-Cyr-sur-Loire";"";"";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";2;32;0,06;0;0;"N2";"A";"France";0;0;0;0;0;"";"";"";0;0;0;0;0;"";"";"";0;0;0;0;0;"";"";"";""
"Sourisce";"Noah";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;0;0;0;321;0;0;0;NA;"";"https://www.transfermarkt.fr/noah-sourisce/profil/spieler/1178796";"6 janv. 2006 (20)";" / ";"US Avranches Mont-Saint-Michel";"";"";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";0;32;0;0;0;"N2";"A";"France";3;29;0,1;0;0;"U19 NAT";"C";"France";0;27;0;0;0;"U19 NAT";"C";"France";0;0;0;0;0;"";"";"";""
"Castro";"Alexandre";"https://img.a.transfermarkt.technology/portrait/header/232302-1669391886.jpg?lm=1";"France";0;14;0;13474;5169;555;0;26;0;2;NA;"";"https://www.transfermarkt.fr/alexandre-castro/profil/spieler/232302";"24 avr. 1994 (32)";"Défenseur central / Arrière droit";"Tours FC";"";"1,83 m";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";15;32;0,47;1;0;"N2";"A";"France";25;28;0,89;1;0;"N3";"NO";"France";11;17;0,65;0;0;"N2";"B";"France";18;19;0,95;0;0;"N2";"D";"France";""
"Perraguin";"Clément";"https://img.a.transfermarkt.technology/portrait/header/734573-1656000387.png?lm=1";"France";0;0;0;0;7875;750;0;17;1;0;NA;"";"https://www.transfermarkt.fr/clement-perraguin/profil/spieler/734573";"28 févr. 1994 (32)";"Défenseur central / Arrière droit";"Tours FC";"";"";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";0;0;0;0;0;"";"";"";3;4;0,75;2;0;"Division étrangère";"";"France";11;27;0,41;0;0;"N3";"VL";"France";14;26;0,54;1;0;"N3";"VL";"France";""
"Touré";"Lamine";"https://img.a.transfermarkt.technology/portrait/header/930599-1776789216.jpg?lm=1";"Guinée";0;0;0;2046;3311;270;0;12;0;2;NA;"";"https://www.transfermarkt.fr/lamine-toure/profil/spieler/930599";"21 juil. 2002 (23)";"Défenseur central / Arrière gauche";"AC Ajaccio";"";"1,90 m";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";27;35;0,77;1;1;"N2";"A";"France";11;56;0,2;1;0;"N3";"IF";"France";21;26;0,81;1;0;"N3";"BF";"France";0;0;0;0;0;"";"";"";""
"Boutouil";"Yannis";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;602;7737;335;0;10;1;0;NA;"";"https://www.transfermarkt.fr/yannis-boutouil/profil/spieler/944690";"13 juin 1998 (27)";"Défenseur central / Arrière droit";"Chambray FC";"";"1,82 m";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";5;32;0,16;0;0;"N2";"A";"France";17;28;0,61;0;0;"N3";"NO";"France";13;27;0,48;0;0;"N3";"VL";"France";24;26;0,92;0;0;"N3";"VL";"France";""
"Mulumba";"Noah";"https://img.a.transfermarkt.technology/portrait/header/855129-1669929798.png?lm=1";"";0;0;0;1095;2197;302;0;4;0;0;NA;"";"https://www.transfermarkt.fr/noah-mulumba/profil/spieler/855129";"5 mars 2002 (24)";"Défenseur central / Milieu défensif";"La Berrichonne de Châteauroux";"";"1,85 m";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";12;32;0,38;0;0;"N2";"A";"France";0;28;0;0;0;"N3";"NO";"France";0;27;0;0;0;"N3";"VL";"France";12;28;0,43;1;0;"N3";"NA";"France";""
"Marie-Louise";"Geoffrey";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"Martinique";0;0;100;15468;360;698;45;40;2;1;NA;"";"https://www.transfermarkt.fr/geoffrey-marie-louise/profil/spieler/567080";"16 janv. 1992 (34)";" / ";"FC Montlouis";"";"1,98 m";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";29;32;0,91;3;0;"N2";"A";"France";26;32;0,81;2;0;"N2";"B";"France";20;27;0,74;1;0;"N2";"B";"France";22;30;0,73;0;0;"N2";"A";"France";""
"Berrabah";"Mohammed";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;1672;6946;405;0;18;0;0;"Goalactic";"";"https://www.transfermarkt.fr/mohammed-berrabah/profil/spieler/954585";"11 sept. 2002 (23)";" / ";"FCM Garges-les-Gonesse";"";"1,72 m";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";21;32;0,66;0;1;"N2";"A";"France";24;28;0,86;0;1;"N3";"NO";"France";26;27;0,96;0;0;"N3";"VL";"France";6;26;0,23;0;2;"N3";"VL";"France";""
"Amadi";"Wassim";"https://img.a.transfermarkt.technology/portrait/header/588367-1704367872.png?lm=1";"Soccer and more";0;0;0;4784;2752;487;1080;13;0;0;"Soccer and more";"";"https://www.transfermarkt.fr/wassim-amadi/profil/spieler/588367";"17 janv. 2000 (26)";"Arrière droit / Défenseur central";"FC Metz";"";"1,80 m";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";17;32;0,53;1;2;"N2";"A";"France";3;4;0,75;0;0;"Division étrangère";"";"France";17;29;0,59;0;0;"N2";"A";"France";23;30;0,77;1;2;"N2";"C";"France";""
"Benbella";"Walid";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;19;2303;6058;462;2064;24;0;0;NA;"";"https://www.transfermarkt.fr/walid-benbella/profil/spieler/926341";"18 avr. 2001 (25)";"Milieu défensif / Milieu central";"Valenciennes FC";"";"1,74 m";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";29;32;0,91;1;0;"N2";"A";"France";20;54;0,37;5;0;"N1/L3";"";"France";20;31;0,65;0;0;"N3";"IF";"France";24;26;0,92;3;1;"N3";"VL";"France";""
"Rebelo";"Antoine";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;526;1642;233;0;8;0;0;NA;"";"https://www.transfermarkt.fr/antoine-rebelo/profil/spieler/1090391";"13 août 2000 (25)";" / ";"Tours FC";"";"";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";6;32;0,19;1;1;"N2";"A";"France";10;28;0,36;2;0;"N3";"NO";"France";0;27;0;0;0;"N3";"VL";"France";5;26;0,19;0;0;"N3";"VL";"France";""
"Mallet";"Mattys";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;210;5;17;0;0;0;0;NA;"";"https://www.transfermarkt.fr/mattys-mallet/profil/spieler/1321780";"19 sept. 2002 (23)";" / ";"Etoile Bleue Saint-Cyr-sur-Loire";"";"";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";1;17;0,06;0;0;"N2";"A";"France";0;10;0;0;0;"N3";"NO";"France";0;0;0;0;0;"";"";"";0;0;0;0;0;"";"";"";""
"Yassin";"Mohamed";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;366;3058;76;886;17;0;1;NA;"";"https://www.transfermarkt.fr/mohamed-yassin-faiz/profil/spieler/1145683";"10 mai 2004 (22)";" / ";"Valenciennes FC";"";"";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";4;32;0,12;0;0;"N2";"A";"France";19;27;0,7;2;2;"N3";"NO";"France";16;26;0,62;0;0;"N3";"VL";"France";11;30;0,37;1;0;"N3";"HF";"France";""
"Dady";"Brandon";"https://img.a.transfermarkt.technology/portrait/header/883947-1656001884.png?lm=1";"France";0;0;0;2208;7779;488;0;19;1;0;NA;"";"https://www.transfermarkt.fr/brandon-dady/profil/spieler/883947";"25 févr. 1994 (32)";"Milieu central / Arrière droit";"Grenoble Foot 38";"";"";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";27;32;0,84;4;1;"N2";"A";"France";3;4;0,75;0;0;"Division étrangère";"";"France";20;26;0,77;8;1;"N3";"VL";"France";22;26;0,85;1;2;"N3";"VL";"France";""
"Guedon";"Brian";"https://img.a.transfermarkt.technology/portrait/header/883950-1656002365.png?lm=1";"";0;0;0;2371;12170;630;0;28;1;2;NA;"";"https://www.transfermarkt.fr/brian-guedon/profil/spieler/883950";"24 janv. 1997 (29)";" / ";"Tours FC";"";"";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";29;32;0,91;3;0;"N2";"A";"France";28;28;1;6;2;"N3";"NO";"France";26;26;1;9;0;"N3";"VL";"France";23;26;0,88;10;2;"N3";"VL";"France";""
"Mondesir";"Alan";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;2057;4406;209;0;5;0;0;NA;"";"https://www.transfermarkt.fr/alan-mondesir/profil/spieler/1133428";"22 oct. 2003 (22)";"Ailier gauche / Milieu offensif";"Paris Saint-Germain FC";"";"1,73 m";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";25;32;0,78;6;7;"N2";"A";"France";26;26;1;10;7;"N3";"NO";"France";22;27;0,81;2;0;"N3";"BF";"France";3;16;0,19;0;0;"N3";"BF";"France";""
"Chica";"Pierre";"https://img.a.transfermarkt.technology/portrait/header/883949-1656003152.png?lm=1";"France";0;0;0;1339;12260;564;0;20;0;2;NA;"";"https://www.transfermarkt.fr/pierre-chica/profil/spieler/883949";"25 janv. 1995 (31)";"Ailier droit / Avant-centre";"Tours FC";"";"";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";17;32;0,53;3;2;"N2";"A";"France";26;28;0,93;7;0;"N3";"NO";"France";25;27;0,93;14;0;"N3";"VL";"France";20;26;0,77;3;0;"N3";"VL";"France";""
"Hidasse";"Youssef";"https://img.a.transfermarkt.technology/portrait/header/729464-1599749008.jpg?lm=1";"Maroc";0;0;0;4568;5811;868;0;14;1;0;NA;"";"https://www.transfermarkt.fr/youssef-hidasse/profil/spieler/729464";"5 mai 1997 (29)";"Ailier droit / Milieu offensif";"Olympique de Marseille";"";"1,82 m";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";31;32;0,97;11;7;"N2";"A";"France";16;24;0,67;6;3;"N3";"NO";"France";5;10;0,5;1;1;"N3";"VL";"France";2;5;0,4;0;0;"N2";"C";"France";""
"Barbier";"Morgan";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;113;3823;61;0;5;0;0;NA;"";"https://www.transfermarkt.fr/morgan-barbier/profil/spieler/1030409";"11 oct. 2000 (25)";"Avant-centre / Arrière gauche";"FC Montlouis";"";"";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";0;32;0;1;0;"N2";"A";"France";17;28;0,61;4;0;"N3";"NO";"France";6;27;0,22;2;0;"N3";"VL";"France";17;26;0,65;2;0;"N3";"VL";"France";""
"Bouhoutt";"Wail";"https://img.a.transfermarkt.technology/portrait/header/562411-1655931202.jpg?lm=1";"Maroc";0;0;0;9500;7148;1157;0;33;1;2;NA;"";"https://www.transfermarkt.fr/wail-bouhoutt/profil/spieler/562411";"22 avr. 1991 (35)";"Avant-centre / Ailier droit";"SCCM Mohammédia";"";"1,73 m";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";27;32;0,84;6;2;"N2";"A";"France";27;33;0,82;11;2;"N2";"B";"France";27;27;1;13;0;"N2";"B";"France";25;31;0,81;9;4;"N2";"D";"France";""
"Baltazar";"Winnie";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;17;3979;260;0;7;0;0;NA;"";"https://www.transfermarkt.fr/winnie-baltazar-de-almeida/profil/spieler/866975";"3 déc. 1998 (27)";" / ";"SC Tours Nord";"";"";"Montlouis";"https://tmssl.akamaized.net//images/wappen/normquad/81776.png?lm=1686928684";"France";0;32;0;0;0;"N2";"A";"France";9;20;0,45;3;1;"N3";"NO";"France";0;0;0;0;0;"";"";"";6;26;0,23;1;0;"N3";"VL";"France";""
"Pasture";"Eliot";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;2070;0;90;1530;1;0;0;"SP Talents ...";"";"https://www.transfermarkt.fr/eliot-pasture/profil/spieler/939936";"23 avr. 2003 (23)";" / ";"Angers SCO";"";"1,91 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";2;35;0,06;0;0;"N2";"A";"France";3;34;0,09;0;0;"N2";"B";"France";13;46;0,28;0;0;"N2";"B";"France";6;30;0,2;0;0;"N2";"D";"France";""
"Rempp";"Bastien";"https://img.a.transfermarkt.technology/portrait/header/557558-1600879147.jpg?lm=1";"";0;0;0;7365;5974;720;721;7;0;2;NA;"";"https://www.transfermarkt.fr/bastien-rempp/profil/spieler/557558";"11 nov. 1998 (27)";" / ";"Racing Strasbourg";"";"1,82 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";33;35;0,94;0;0;"N2";"A";"France";30;33;0,91;0;0;"N2";"C";"France";25;28;0,89;0;0;"N2";"D";"France";25;26;0,96;0;0;"N3";"GE";"France";""
"Lopy";"Malick";"https://img.a.transfermarkt.technology/portrait/header/644576-1669303936.png?lm=1";"France";0;0;2166;4420;3716;1345;0;18;0;3;"ASI MANAGEMENT";"";"https://www.transfermarkt.fr/malick-lopy/profil/spieler/644576";"21 mai 1997 (28)";" / ";"Évreux FC 27";"";"1,88 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";31;35;0,89;1;0;"N2";"A";"France";23;35;0,66;3;1;"N2";"A";"France";9;24;0,38;1;0;"N1/L3";"";"France";18;36;0,5;5;0;"N1/L3";"";"France";""
"Letard";"Yannis";"https://img.a.transfermarkt.technology/portrait/header/590280-1693945643.jpg?lm=1";"Guyane Française";0;0;0;594;2100;209;4771;26;1;2;"USM GROUP";"";"https://www.transfermarkt.fr/yannis-letard/profil/spieler/590280";"18 août 1998 (27)";" / ";"EA Guingamp";"";"1,88 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";9;35;0,26;0;0;"N2";"A";"France";9;18;0,5;0;0;"N3";"NA";"France";8;32;0,25;1;0;"Division étrangère";"";"Étranger";0;0;0;0;0;"";"";"";""
"Kerriou";"Antoine";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;5282;5625;693;1667;12;0;0;"DWMA";"";"https://www.transfermarkt.fr/antoine-kerriou/profil/spieler/975431";"21 août 2003 (22)";"Défenseur central / Milieu défensif";"Stade Brestois 29";"";"1,83 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";33;36;0,92;4;1;"N2";"A";"France";33;34;0,97;2;0;"N2";"B";"France";25;26;0,96;4;0;"N3";"BR";"France";25;26;0,96;1;0;"N3";"BR";"France";""
"Tégar";"Alexandre";"https://img.a.transfermarkt.technology/portrait/header/661257-1630862907.jpg?lm=1";"Saint-Martin (FR)";0;427;855;4756;5314;753;90;18;0;0;NA;"";"https://www.transfermarkt.fr/alexandre-tegar/profil/spieler/661257";"12 août 2000 (25)";" / ";"Dijon FCO";"";"1,80 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";31;35;0,89;0;1;"N2";"A";"France";0;34;0;0;0;"N2";"B";"France";29;29;1;0;0;"N2";"B";"France";21;49;0,43;1;0;"N1/L3";"";"France";""
"Tayot";"Gwilhem";"https://img.a.transfermarkt.technology/portrait/header/929842-1632858247.jpg?lm=1";"France";0;0;3745;179;2110;343;2112;10;1;0;"MGM TALENTS";"";"https://www.transfermarkt.fr/gwilhem-tayot/profil/spieler/929842";"14 déc. 2003 (22)";"Arrière gauche / Milieu gauche";"AS Nancy Lorraine";"";"1,80 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";7;40;0,17;1;0;"N2";"A";"France";5;36;0,14;0;0;"N1/L3";"";"France";26;32;0,81;3;1;"N1/L3";"";"France";22;43;0,51;0;1;"N1/L3";"";"France";""
"Breton";"Loïc";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;1998;1854;32;3971;5;0;0;"PRIME FOOTBALL";"";"https://www.transfermarkt.fr/loic-breton/profil/spieler/830263";"20 mai 2004 (21)";"Arrière gauche / Défenseur central";"Angers SCO";"";"1,84 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";3;35;0,09;0;0;"N2";"A";"France";21;26;0,81;0;0;"N3";"NA";"France";18;26;0,69;0;0;"N2";"B";"France";17;30;0,57;0;0;"U19 NAT";"F";"France";""
"Fresneau";"Redha";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;3744;7266;667;0;18;0;0;NA;"";"https://www.transfermarkt.fr/redha-fresneau/profil/spieler/571666";"21 sept. 1998 (27)";"Arrière droit / Arrière gauche";"US Orléans";"";"1,81 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";4;35;0,11;0;0;"N2";"A";"France";18;34;0,53;0;0;"N2";"B";"France";20;27;0,74;0;0;"N2";"B";"France";24;26;0,92;2;3;"N3";"PL";"France";""
"Rissonga";"Jack";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"Gabon";0;0;0;5126;5387;985;62;12;0;0;NA;"";"https://www.transfermarkt.fr/jack-rissonga/profil/spieler/312801";"22 févr. 1996 (30)";"Arrière droit / Milieu droit";"Casa Pia AC";"";"1,82 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";31;35;0,89;10;4;"N2";"A";"France";7;34;0,21;0;0;"N2";"B";"France";25;34;0,74;6;0;"N2";"B";"France";27;30;0,9;5;1;"N3";"VL";"France";""
"Gassama";"Madiba";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;191;1473;180;0;3;0;0;NA;"";"https://www.transfermarkt.fr/madiba-gassama/profil/spieler/1278278";"26 avr. 2005 (21)";"Arrière droit / Défenseur central";"";"";"1,92 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";4;35;0,11;0;1;"N2";"A";"France";16;26;0,62;1;0;"N3";"NO";"France";0;0;0;0;0;"";"";"";0;0;0;0;0;"";"";"";""
"Butrot";"Sony";"https://img.a.transfermarkt.technology/portrait/header/972128-1655927585.png?lm=1";"France";0;0;1542;4323;6861;776;0;23;0;1;"Talents";"";"https://www.transfermarkt.fr/sony-butrot/profil/spieler/972128";"6 oct. 1998 (27)";"Milieu défensif / Milieu central";"La Roche Vendée Football";"";"1,78 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";30;35;0,86;2;1;"N2";"A";"France";20;31;0,65;0;0;"N1/L3";"";"France";25;26;0,96;4;0;"N2";"B";"France";24;26;0,92;7;1;"N3";"PL";"France";""
"Brélivet";"Benjamin";"https://img.a.transfermarkt.technology/portrait/header/469017-1669138427.jpg?lm=1";"France";0;0;454;15288;3027;2194;0;29;3;1;NA;"";"https://www.transfermarkt.fr/benjamin-brelivet/profil/spieler/469017";"25 avr. 1992 (34)";"Milieu défensif / Défenseur central";"";"";"1,74 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";30;35;0,86;2;0;"N2";"A";"France";30;34;0,88;2;1;"N2";"B";"France";29;29;1;5;1;"N2";"B";"France";32;34;0,94;5;0;"N2";"D";"France";""
"Lavenant";"Pierre";"https://img.a.transfermarkt.technology/portrait/header/270412-1669138850.jpg?lm=1";"France";0;0;3122;14610;1766;1843;829;62;2;1;NA;"";"https://www.transfermarkt.fr/pierre-lavenant/profil/spieler/270412";"3 août 1995 (30)";"Milieu central / Milieu offensif";"FC Lorient";"";"1,75 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";30;35;0,86;2;4;"N2";"A";"France";31;34;0,91;1;3;"N2";"B";"France";27;29;0,93;3;0;"N2";"B";"France";24;34;0,71;2;6;"N2";"D";"France";""
"Lebas";"Brendan";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;1177;6937;416;471;180;13;0;0;NA;"";"https://www.transfermarkt.fr/brendan-lebas/profil/spieler/540694";"12 janv. 2001 (25)";"Milieu central / Milieu offensif";"";"";"1,77 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";17;35;0,49;2;1;"N2";"A";"France";9;34;0,26;1;0;"N2";"B";"France";17;26;0,65;0;0;"N2";"C";"France";24;31;0,77;2;1;"N1/L3";"";"France";""
"Vincent";"Alexandre";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;3935;7496;3566;3499;1213;539;17;0;1;NA;"";"https://www.transfermarkt.fr/alexandre-vincent/profil/spieler/343016";"25 avr. 1994 (32)";"Milieu offensif / Milieu gauche";"";"";"1,75 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";18;35;0,51;5;1;"N2";"A";"France";9;27;0,33;2;1;"N2";"B";"France";11;36;0,31;2;1;"N1/L3";"";"France";17;28;0,61;1;3;"N1/L3";"";"France";""
"Adekalom";"Noah";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;1144;5206;0;504;1546;8;0;0;"LB SPORT & ...";"";"https://www.transfermarkt.fr/noah-adekalom/profil/spieler/1016808";"7 janv. 2004 (22)";"Ailier gauche / Ailier droit";"AJ Auxerre";"";"1,87 m";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";22;37;0,59;6;2;"N2";"A";"France";9;38;0,24;2;3;"N1/L3";"";"France";24;26;0,92;9;2;"N2";"D";"France";24;38;0,63;7;3;"N2";"C";"France";""
"Payraudeau";"Leny";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;527;296;285;2059;1;0;0;"IT'S YOUR TIME";"";"https://www.transfermarkt.fr/leny-payraudeau/profil/spieler/620326";"24 févr. 2003 (23)";"Ailier gauche / Ailier droit";"2018-2022)";"";"";"Les Herbiers";"https://tmssl.akamaized.net//images/wappen/normquad/13523.png?lm=1599518584";"France";3;22;0,14;1;0;"N2";"A";"France";0;2;0;0;0;"N3";"PL";"France";2;26;0,08;0;0;"N3";"NO";"France";0;30;0;0;0;"N2";"D";"France";""
